x,y,z
12.1809,8.81008,6.58841
11.9128,7.96737,7.43111
10.9168,7.00976,8.1972
9.95922,6.24366,8.61855
8.69516,5.97553,7.73755
8.42703,5.66909,7.50772
8.31211,5.7074,7.00976
8.96329,7.00976,6.12875
11.7212,7.62263,5.89892
11.2233,7.3928,6.47349
10.1507,6.89484,7.46941
8.88668,6.39688,8.31211
7.73755,5.63079,8.35042
6.97145,5.43926,7.85246
7.08637,5.47757,7.50772
7.58433,5.82231,7.3928
8.23551,6.39688,7.20128
8.23551,6.62671,7.89076
8.81008,6.47349,8.77177
6.62671,5.97553,9.07821
4.82639,5.09452,8.96329
3.67725,4.44334,8.92499
3.33251,3.94538,8.50364
1.91523,3.83047,7.73755
2.33659,3.98369,7.08637
2.60472,3.98369,7.43111
2.4515,3.63894,9.15482
1.22575,2.87285,10.1124
0.191523,2.4515,10.4955
-0.0383047,2.4898,9.92091
-0.268133,2.52811,9.53786
-0.497961,2.87285,8.69516
-0.57457,2.98777,8.61855
-1.26405,2.4898,9.49956
-1.91523,1.99184,9.72939
-3.17929,1.80032,9.42295
-4.903,1.49388,8.96329
-5.05622,1.99184,8.92499
-4.59656,1.87693,9.19312
-4.44334,1.83862,9.49956
-1.83862,1.80032,9.46126
-2.22167,1.87693,8.54194
-4.59656,1.57049,7.92907
-5.66909,0.689484,8.77177
-4.71148,-0.0383047,10.1507
-4.02199,-0.957617,11.4148
-4.02199,-2.29828,12.2958
-5.01791,-2.94946,13.0619
-4.82639,-3.06437,13.2534
-3.94538,-3.44742,13.6365
-3.2942,-4.32843,14.0961
-2.4898,-4.67317,14.0961
-1.87693,-3.98369,13.1768
-0.65118,-3.2559,12.5256
0.306437,-3.10268,12.7172
0.459656,-3.06437,13.4066
0.229828,-3.44742,13.5599
0.689484,-2.87285,13.33
0.65118,-2.71963,12.4107
0.306437,-2.37489,11.4531
0.612875,-2.18337,11.8361
1.26405,-2.14506,13.1385
2.03015,-2.91116,15.207
3.2942,-2.83455,16.7008
2.94946,-2.4515,15.3985
2.75794,-1.95354,14.1344
2.25998,-2.22167,13.0236
0.689484,-2.4898,12.6788
-0.114914,-2.64302,12.6405
-0.766094,-3.33251,13.6748
0.421352,-3.14098,14.9771
2.4515,-2.52811,14.8622
4.25182,-1.6088,13.4833
4.25182,-1.53219,11.5297
2.64302,-2.10676,10.7636
1.41727,-2.56641,11.0318
0.344742,-3.33251,11.0701
0.421352,-3.56234,10.687
-0.459656,-3.37081,9.88261
0.421352,-3.10268,9.61448
2.14506,-3.02607,8.88668
1.03423,-3.44742,7.46941
0.421352,-3.44742,4.67317
0.229828,-3.67725,3.2942
0.497961,-4.48165,3.60064
0.65118,-5.7457,3.2559
-0.0383047,-6.32027,2.71963
-1.45558,-5.97553,2.37489
-1.22575,-5.40096,2.37489
-0.804398,-5.40096,3.17929
-0.65118,-5.93723,3.90708
-1.37897,-6.39688,3.94538
-2.68133,-6.81823,3.10268
-2.33659,-6.32027,2.71963
-1.87693,-5.66909,2.33659
-1.87693,-5.55418,2.71963
-1.87693,-5.43926,2.10676
-1.83862,-5.51587,1.45558
-0.268133,-5.09452,1.37897
0.114914,-5.13283,1.6471
0.497961,-4.25182,1.22575
1.22575,-3.17929,0.957617
0.995922,-2.98777,1.41727
0.842703,-2.98777,1.37897
0.612875,-3.17929,1.99184
0.727789,-3.40912,2.83455
1.87693,-3.02607,3.17929
3.52403,-2.52811,3.37081
4.903,-1.83862,2.83455
5.13283,-1.49388,3.14098
5.63079,-2.37489,3.21759
3.71555,-2.87285,3.60064
2.91116,-2.71963,2.87285
3.60064,-2.10676,1.57049
5.28605,-1.49388,0.804398
7.20128,-0.57457,0.995922
8.1589,-0.229828,2.06845
7.3928,-0.229828,2.79624
5.59248,-0.0766094,3.33251
3.44742,0.191523,3.63894
2.06845,0.766094,4.0603
4.51995,2.87285,4.63487
7.92907,4.36673,5.7074
8.69516,4.51995,6.5118
7.58433,4.36673,7.66094
6.09044,4.0986,8.58025
4.21351,4.63487,8.54194
2.68133,4.82639,8.38873
2.10676,5.09452,7.85246
1.26405,7.73755,7.3545
7.81416,9.15482,7.92907
7.77585,8.96329,8.77177
5.78401,8.77177,10.0741
3.83047,8.1589,11.4914
1.30236,7.54602,11.2999
-0.766094,7.04806,10.4572
-1.6471,7.81416,9.38465
-0.57457,10.2273,6.97145
-0.191523,11.6829,5.59248
-1.22575,12.5639,5.59248
-1.53219,13.33,7.04806
-1.99184,13.2534,8.69516
-0.229828,14.211,12.1426
7.46941,12.947,16.0497
7.46941,10.2273,16.9307
5.59248,11.1467,11.5297
4.32843,11.7595,7.3928
3.06437,12.2958,4.40504
1.95354,12.2192,3.86877
1.11084,11.7212,4.51995
0.191523,10.5338,7.00976
-0.153219,9.53786,8.35042
-1.14914,9.03991,8.88668
-0.459656,9.07821,8.84838
1.87693,10.4189,6.97145
2.98777,11.6446,5.55418
2.37489,11.6063,5.63079
0.497961,10.4955,7.08637
-1.83862,8.88668,8.65686
-2.60472,8.23551,9.23143
-1.6088,8.65686,8.69516
0.153219,9.92091,7.81416
0.497961,10.687,7.12467
0.57457,10.9934,7.58433
0.804398,10.8402,8.31211
-2.14506,9.53786,10.0358
-3.40912,8.38873,11.2233
-3.79216,8.1972,11.568
-3.60064,8.50364,11.2233
-2.33659,9.61448,10.6487
-0.804398,10.8402,10.3806
-0.0766094,11.4531,11.5297
-0.536266,11.4914,12.1043
-1.03423,10.9551,11.568
-2.68133,9.76769,10.5721
-4.0986,9.49956,9.72939
-3.02607,9.65278,8.81008
-0.727789,9.69109,9.07821
-1.45558,8.04398,10.5721
-3.02607,7.04806,12.7172
-4.32843,5.82231,13.8663
-4.59656,4.0603,13.2534
-4.32843,2.94946,9.92091
-4.40504,1.57049,7.20128
-4.13691,-0.0383047,7.96737
-3.60064,-2.33659,10.6487
-3.40912,-4.74978,15.1687
0.65118,-5.82231,18.5395
2.60472,-4.59656,18.9225
2.94946,-2.03015,15.4368
1.11084,-0.881008,11.0701
0.804398,-1.68541,9.95922
-0.114914,-2.91116,10.189
0,-4.36673,11.5297
0.306437,-3.75386,11.568
0.727789,-2.52811,10.189
0.919312,-0.995922,7.58433
0.881008,-0.191523,5.28605
1.22575,0.383047,3.75386
0.459656,-0.689484,4.21351
0.804398,-2.03015,5.93723
1.57049,-3.90708,7.69924
0.536266,-5.7074,9.49956
-1.34066,-6.43519,9.23143
-2.18337,-4.97961,7.31619
-2.22167,-3.37081,6.24366
-2.25998,-2.60472,6.12875
-1.87693,-2.41319,6.5118
-1.07253,-2.14506,6.93315
-0.229828,-2.10676,7.46941
0.689484,-2.29828,7.58433
1.14914,-0.919312,6.77993
1.07253,0.0766094,4.63487
0.842703,0.842703,3.2559
0.65118,0.612875,3.2942
1.26405,1.07253,4.21351
2.10676,1.11084,5.01791
3.44742,0.995922,6.39688
4.0986,0.995922,7.3928
4.17521,1.57049,7.58433
3.48573,2.33659,6.93315
2.22167,2.98777,5.89892
1.57049,3.40912,5.97553
1.41727,3.94538,5.89892
1.34066,4.74978,5.66909
1.6471,5.36266,6.16705
1.72371,5.82231,6.43519
2.10676,6.16705,6.93315
2.94946,6.28197,7.04806
3.52403,5.63079,7.66094
3.98369,4.59656,8.77177
4.0986,4.32843,9.03991
3.83047,4.44334,9.99752
4.0603,5.47757,10.4572
4.44334,6.85654,10.3806
4.55826,7.04806,10.189
5.01791,7.27789,10.0741
5.55418,6.5501,9.95922
5.86062,6.28197,10.0358
5.40096,6.09044,10.687
4.63487,5.93723,11.0318
4.97961,6.28197,11.4914
5.66909,6.77993,11.0318
5.93723,6.74162,11.4531
6.66501,6.58841,11.1467
5.24774,5.86062,9.26973
3.2559,4.74978,5.78401
2.71963,3.94538,4.9413
3.2559,3.98369,4.9413
3.48573,3.60064,5.17113
3.63894,1.99184,6.35858
3.98369,1.49388,7.3928
3.40912,1.30236,6.97145
2.71963,1.6471,6.20536
2.91116,2.22167,5.93723
2.33659,2.56641,6.24366
-0.344742,2.22167,6.81823
-2.52811,0.0383047,9.72939
-3.56234,-1.18745,12.5639
-3.40912,-1.14914,14.1727
-3.48573,-0.881008,14.7856
-2.91116,0.114914,14.3643
-3.86877,1.03423,13.828
-4.32843,2.71963,13.9429
-4.25182,2.4898,14.2493
-5.63079,1.30236,15.2836
-7.00976,-0.383047,17.9649
-7.62263,-2.79624,19.9184
-6.74162,-2.98777,19.3439
-5.47757,-1.87693,18.0415
-4.59656,-0.689484,15.3602
-3.37081,-0.0766094,13.9812
-4.59656,-0.306437,14.8239
-6.77993,-0.421352,13.6365
-7.31619,-1.72371,13.5216
-9.15482,-1.37897,12.2192
-5.86062,0.153219,12.2958
-4.55826,0.881008,13.1768
-5.59248,0.689484,13.7514
-8.65686,0,12.6788
-11.2999,-0.306437,10.7636
-12.449,-0.727789,8.73347
-12.8704,-1.14914,7.04806
-13.1002,-2.71963,6.85654
-11.9511,-4.02199,8.73347
-9.88261,-4.71148,10.5338
-8.42703,-4.17521,10.8402
-8.27381,-3.2942,9.99752
-8.12059,-4.02199,9.49956
-8.73347,-4.63487,9.42295
-8.54194,-4.97961,8.46534
-8.00568,-4.82639,6.5501
-7.89076,-4.63487,3.44742
-7.58433,-5.09452,2.75794
-8.46534,-5.55418,2.10676
-8.84838,-6.16705,2.60472
-7.89076,-5.66909,3.17929
-7.04806,-5.43926,2.33659
-7.08637,-5.59248,0.842703
-6.70332,-5.28605,-0.689484
-6.20536,-5.17113,-1.22575
-7.00976,-5.66909,-0.459656
-7.3545,-6.12875,1.18745
-6.66501,-5.82231,3.10268
-4.0603,-4.55826,4.97961
-1.83862,-4.0986,5.82231
-0.536266,-3.67725,4.59656
-0.612875,-3.33251,2.75794
-2.33659,-3.33251,1.14914
-4.21351,-4.67317,0.344742
-4.48165,-4.903,1.22575
-5.13283,-4.67317,2.4515
-4.13691,-4.51995,3.75386
-1.87693,-3.75386,4.74978
0.421352,-2.10676,4.903
1.26405,-0.842703,4.0986
0.383047,-2.10676,3.98369
0.114914,-2.68133,3.10268
-2.33659,-2.64302,2.75794
-3.94538,-2.14506,3.75386
-3.71555,-1.57049,4.44334
-3.14098,-1.11084,5.32435
-2.79624,-0.881008,6.39688
-3.10268,-0.459656,7.3545
-3.67725,0.344742,7.50772
-4.63487,0.957617,7.66094
-5.28605,1.6088,7.73755
-4.903,2.29828,8.77177
-3.63894,3.71555,8.23551
-3.17929,5.32435,8.77177
-0.153219,6.47349,9.19312
1.14914,6.66501,9.03991
-0.383047,5.86062,8.88668
-1.6088,5.97553,9.34634
-2.94946,6.85654,9.42295
-3.52403,7.85246,10.2657
-3.71555,9.26973,11.568
-3.44742,10.304,12.7172
-2.64302,11.2616,13.5599
-1.37897,12.0277,13.5982
-0.0383047,12.1809,13.9812
0.804398,11.4914,14.9005
0.306437,11.3382,14.9005
-0.536266,11.185,12.449
-2.37489,11.3765,11.0318
-3.56234,11.4914,9.69109
-3.94538,11.568,9.46126
-3.90708,10.9168,10.6104
-3.02607,10.2273,11.3382
-2.22167,9.88261,11.185
-1.49388,9.65278,10.9934
-0.881008,9.53786,11.185
-0.957617,9.72939,10.5338
-2.10676,9.72939,8.77177
-3.79216,8.88668,7.31619
-3.75386,8.00568,7.12467
-0.995922,7.92907,7.89076
2.06845,10.1507,7.58433
2.87285,11.9894,6.70332
5.43926,13.7131,4.9413
1.57049,12.5639,4.74978
-1.91523,10.0741,5.17113
-4.903,5.82231,6.89484
-5.59248,3.44742,8.73347
-5.40096,2.33659,8.96329
-4.21351,1.68541,9.8443
-3.02607,1.37897,11.3382
-3.40912,0.881008,10.4955
-6.5118,-0.65118,9.57617
-9.92091,-2.4515,9.69109
-10.304,-4.74978,10.8402
-10.9551,-6.12875,12.6788
-6.5501,-5.97553,15.1687
-2.60472,-5.13283,16.6242
-0.344742,-3.67725,16.7008
0.0766094,-1.11084,14.7473
-1.99184,-0.114914,12.4873
-4.13691,-0.0766094,9.806
-5.40096,-0.268133,8.35042
-6.05214,-0.114914,7.54602
-6.05214,0.612875,6.58841
-6.47349,0.995922,6.39688
-6.5501,1.11084,5.78401
-6.5501,0.919312,5.66909
-6.77993,0.497961,5.78401
-7.81416,0.0383047,6.09044
-8.08229,-0.229828,7.27789
-7.66094,-1.18745,8.58025
-7.43111,-2.75794,9.95922
-6.74162,-2.71963,10.9551
-4.903,-2.06845,11.6446
-3.14098,-1.53219,11.6829
-2.68133,-1.72371,11.6446
-3.2559,-2.60472,11.4531
-3.79216,-3.17929,11.3765
-4.29012,-3.67725,10.9551
-4.51995,-2.79624,10.7636
-3.71555,-1.80032,9.26973
-3.2942,-1.45558,8.69516
-3.33251,-0.804398,8.31211
-2.4515,-0.191523,8.54194
-1.76202,-0.0383047,9.42295
-2.22167,0.0766094,9.99752
-3.14098,0.0383047,9.95922
-3.37081,0.268133,9.30804
-3.79216,0.727789,8.00568
-4.74978,0.881008,6.32027
-4.903,2.03015,6.05214
-4.17521,3.60064,6.01384
-4.02199,3.71555,7.50772
-4.0986,3.67725,8.31211
-5.32435,3.37081,9.34634
-5.89892,4.02199,9.806
-5.17113,5.89892,9.34634
-2.91116,7.77585,7.85246
-2.25998,8.27381,7.23959
-2.71963,8.88668,6.28197
-2.94946,9.95922,5.66909
-4.02199,9.03991,6.20536
-4.25182,8.77177,7.73755
-3.2942,9.8443,8.1972
-2.98777,10.2657,9.11651
-1.34066,10.8402,9.72939
2.29828,11.3382,9.8443
2.22167,10.6104,9.38465
0.727789,9.57617,8.96329
-0.421352,8.42703,8.65686
-2.4898,7.85246,8.84838
-2.83455,7.04806,9.65278
-4.59656,6.35858,9.61448
-5.40096,6.24366,9.30804
-5.05622,6.5501,8.61855
-3.79216,7.85246,7.96737
-3.40912,8.50364,7.43111
-2.79624,8.69516,8.1589
-1.99184,8.58025,9.65278
-1.72371,8.04398,10.1507
-1.76202,7.73755,10.4189
-1.57049,7.43111,9.99752
-1.49388,7.43111,9.95922
-1.45558,7.12467,10.3806
-2.10676,7.12467,10.8785
-2.25998,7.20128,11.5297
-1.91523,7.3928,12.1809
-2.14506,6.89484,12.1426
-2.37489,6.16705,11.9128
-1.95354,5.55418,11.7978
-1.53219,5.40096,11.4148
-1.03423,5.78401,11.2616
-0.57457,6.16705,10.9168
0,6.81823,10.5338
-0.0766094,7.08637,10.2657
-0.114914,6.74162,10.0358
-0.0766094,6.62671,10.0358
0.153219,6.39688,9.8443
0.766094,6.70332,9.65278
1.72371,7.54602,10.1507
2.14506,7.89076,9.99752
2.25998,7.73755,10.189
2.4515,7.12467,10.1507
1.11084,6.32027,9.99752
0.114914,5.78401,9.72939
0.229828,5.86062,9.69109
0.497961,5.86062,9.42295
1.91523,5.86062,9.34634
3.48573,5.7457,9.53786
4.02199,5.32435,9.806
3.33251,4.86469,9.61448
2.41319,4.44334,8.88668
2.22167,4.0603,9.15482
1.99184,3.67725,8.50364
1.11084,2.4898,7.69924
0.114914,1.68541,7.62263
0.383047,1.22575,7.73755
0.536266,0.612875,8.35042
1.03423,0.57457,8.88668
1.57049,1.03423,8.88668
1.76202,1.37897,8.96329
0.881008,1.41727,7.96737
-0.383047,0.919312,7.12467
-1.07253,0.421352,6.77993
-1.22575,0.268133,6.77993
-1.11084,0.191523,7.04806
-1.57049,0.114914,7.3928
-1.26405,0,8.1972
-0.995922,-0.459656,9.30804
-1.30236,-1.18745,10.3806
-2.18337,-1.91523,10.7253
-3.37081,-2.33659,10.7253
-4.0603,-1.6088,9.69109
-5.17113,-1.87693,7.58433
-4.903,-2.25998,6.97145
-3.44742,-2.25998,7.27789
-2.41319,-1.14914,8.73347
-2.10676,-1.37897,9.72939
-2.18337,-1.45558,11.1467
-2.41319,-2.22167,11.6063
-2.4898,-1.45558,11.2616
-2.94946,-0.919312,9.46126
-2.98777,-0.957617,8.69516
-2.60472,-1.11084,9.26973
-2.75794,-1.49388,8.81008
-2.52811,-1.57049,9.19312
-2.37489,-1.41727,8.61855
-1.37897,-1.34066,8.88668
-0.421352,-0.689484,8.65686
-1.6088,0,7.81416
-2.60472,-0.191523,7.23959
-2.71963,-0.0383047,7.08637
-2.68133,-0.114914,7.43111
-2.71963,-0.344742,7.92907
-2.52811,-0.114914,7.92907
-1.76202,0.842703,7.12467
-1.30236,1.53219,5.43926
-1.18745,2.87285,4.51995
-1.03423,4.55826,4.74978
1.99184,6.43519,6.32027
5.17113,7.81416,8.35042
6.35858,6.70332,10.1124
5.66909,6.09044,10.6487
3.83047,5.86062,11.0318
3.37081,5.59248,11.4148
1.80032,5.40096,12.2192
0.65118,4.86469,11.9894
0.957617,4.71148,11.4914
0.995922,4.32843,10.1507
0.766094,3.56234,9.61448
0.114914,3.21759,9.46126
-0.766094,3.94538,9.34634
-0.919312,4.903,10.1124
0.421352,5.17113,10.9551
2.56641,4.59656,11.8361
4.0986,3.60064,10.8402
4.32843,2.56641,9.42295
1.57049,1.91523,7.58433
-1.07253,1.57049,7.04806
-2.87285,2.03015,7.66094
-2.41319,2.06845,9.95922
-0.229828,2.4898,12.4873
2.10676,2.75794,11.2616
1.95354,3.06437,11.8745
6.58841,2.87285,10.0741
4.59656,1.95354,8.38873
1.14914,0.766094,8.58025
-0.344742,-0.0383047,10.2273
-1.22575,-0.268133,11.9511
-0.268133,0.153219,13.2151
0.881008,1.34066,13.9046
2.87285,2.83455,13.0236
4.29012,3.90708,11.7212
5.09452,4.40504,10.5721
5.40096,4.0603,9.92091
3.94538,2.56641,9.53786
0.0383047,1.22575,9.49956
-1.37897,0.306437,9.88261
-1.57049,-0.306437,10.1507
-1.03423,-0.229828,11.5297
0.383047,0.689484,11.2616
2.22167,2.33659,10.0358
2.71963,3.75386,9.03991
1.6471,2.87285,8.27381
0.497961,1.68541,7.46941
0.383047,0.383047,8.35042
0.383047,-0.268133,9.42295
0.497961,-0.306437,10.1507
1.03423,-0.0383047,10.9168
2.4515,-0.114914,11.0701
3.17929,0.344742,10.687
2.52811,1.34066,10.189
1.45558,1.95354,9.57617
0.497961,1.11084,8.96329
0.536266,-0.114914,8.73347
0.268133,-1.34066,9.46126
-0.229828,-2.33659,9.95922
0.306437,-2.75794,10.9168
0.881008,-2.56641,11.7212
1.26405,-2.29828,12.2575
2.25998,-1.53219,12.1043
2.4515,-0.383047,11.1467
1.22575,-0.114914,10.1124
0.421352,-0.114914,9.38465
0.191523,-0.0766094,9.11651
0.191523,-0.114914,9.34634
0.0383047,-0.306437,9.49956
-0.114914,-0.268133,9.95922
0.497961,0.0383047,9.34634
1.14914,0.689484,9.42295
1.6088,1.57049,8.61855
1.57049,2.22167,8.35042
1.11084,2.03015,8.08229
0.536266,1.83862,8.27381
0.804398,1.57049,8.12059
0.995922,2.03015,8.1972
0.689484,1.57049,8.61855
0.804398,1.18745,8.92499
1.6088,2.10676,9.46126
2.79624,1.57049,11.0318
2.10676,1.26405,11.5297
1.22575,1.45558,11.6446
1.22575,0.536266,11.2616
1.18745,0.0766094,10.9934
1.03423,0.383047,10.4572
0.919312,0.57457,9.92091
1.18745,1.18745,9.19312
1.68541,1.6088,8.42703
1.41727,1.49388,8.23551
0.421352,0.306437,9.30804
1.30236,-1.26405,10.2273
2.4898,-0.344742,10.9551
3.10268,1.03423,10.4189
3.17929,1.53219,9.42295
3.2559,1.18745,8.92499
2.79624,1.11084,9.23143
1.6088,-0.191523,9.806
1.99184,-0.497961,9.61448
2.14506,-0.804398,9.57617
2.25998,-0.306437,9.34634
2.79624,0.0766094,9.11651
3.17929,0.153219,9.0016
3.06437,0.0766094,9.72939
2.56641,-0.536266,9.76769
2.56641,-0.804398,9.76769
2.75794,-0.919312,9.69109
2.37489,-0.191523,9.65278
1.68541,1.37897,9.99752
3.06437,-0.689484,9.30804
1.91523,-1.99184,8.54194
1.76202,-2.06845,8.27381
2.4515,-1.6471,8.23551
2.60472,-1.11084,8.65686
2.4898,-0.919312,9.8443
2.29828,-0.919312,10.1124
2.4515,-0.881008,9.72939
2.37489,-0.804398,9.49956
2.79624,-0.842703,9.30804
2.41319,-1.41727,7.77585
1.87693,-1.14914,5.01791
1.45558,-1.99184,14.6707
-0.995922,-0.191523,12.6022
2.29828,-1.30236,7.27789
3.17929,-1.03423,8.96329
1.26405,-0.919312,10.189
1.03423,-1.22575,9.19312
2.06845,-1.07253,9.49956
2.25998,-0.995922,9.8443
1.34066,-1.11084,9.49956
1.6471,-0.842703,9.65278
1.45558,-1.03423,9.72939
1.57049,-1.03423,9.57617
1.49388,-0.995922,9.65278
1.53219,-0.957617,9.57617
1.68541,-1.03423,9.53786
1.45558,-0.957617,9.76769
1.72371,-0.842703,9.53786
1.53219,-0.957617,9.49956
1.68541,-1.14914,9.61448
1.53219,-1.11084,9.8443
1.53219,-1.07253,9.57617
1.57049,-0.995922,9.42295
1.53219,-0.957617,9.61448
1.6088,-0.957617,9.53786
1.6088,-1.03423,9.53786
1.49388,-0.957617,9.57617
